# these are fakes data generated using Faker library and some random generators in order to not add real company data
Name,Sectors,Location,url,Number of Employees,Logo URL,Number of Job Offers
"Whitaker PLC","process development scientist, Politician's assistant, Food technologist","Port Ashleyfort, Lao People's Democratic Republic","https://boyle.com/whitaker-plc","501-1000 employees","https://placekitten.com/200/200","9 job offers"
"Cook-Fisher","Contracting civil engineer","Michaelburgh, Myanmar","https://mendoza.biz/cook-fisher","201-500 employees","https://placekitten.com/200/200","35 job offers"
"Ashley, Watson and Farley","Electrical engineer, conservation officer","Smithmouth, Cook Islands","https://velasquez-bush.biz/ashley--watson-and-farley","11-50 employees","https://dummyimage.com/200x200","23 job offers"
"Norris-Friedman","Therapist, music","South Mark, Bahrain","https://brock.com/norris-friedman","1-10 employees","https://placekitten.com/200/200","9 job offers"
"Garcia, Murray and Cook","Ergonomist","Aprilland, Libyan Arab Jamahiriya","https://simpson-bender.com/garcia--murray-and-cook","1-10 employees","https://picsum.photos/200/200","26 job offers"
"Higgins, Garcia and Serrano","Proofreader","West Sara, Madagascar","https://werner.info/higgins--garcia-and-serrano","201-500 employees","https://placekitten.com/200/200","8 job offers"
"Barr and Sons","administrator, Sales executive, Programmer, multimedia","Gentryborough, Serbia","https://snyder-collier.net/barr-and-sons","5001+ employees","https://dummyimage.com/200x200","24 job offers"
"Brown-Summers","Educational psychologist, IT technical support officer, Homeopath","Jessefurt, Albania","https://castro-johnson.com/brown-summers","11-50 employees","https://dummyimage.com/200x200","38 job offers"
"Butler PLC","Civil Service fast streamer","Jenniferhaven, Gambia","https://hernandez.com/butler-plc","1001-5000 employees","https://picsum.photos/200/200","35 job offers"
"Harrison, Bond and Frazier","Dramatherapist","North Kristenside, Romania","https://simmons-liu.com/harrison--bond-and-frazier","1001-5000 employees","https://picsum.photos/200/200","26 job offers"
"Cannon, Moore and Fisher","Copywriter, advertising, Accounting technician, Clinical embryologist","Hayesberg, Guam","https://hunter.com/cannon--moore-and-fisher","11-50 employees","https://picsum.photos/200/200","22 job offers"
"Knight-Gill","Chartered public finance accountant, Radiation protection practitioner, Administrator, arts","Powellhaven, Nepal","https://long.net/knight-gill","1001-5000 employees","https://placekitten.com/200/200","22 job offers"
"Nash LLC","Accountant, chartered, Recycling officer, Civil engineer, contracting","Cruzport, Nigeria","https://vance.biz/nash-llc","1001-5000 employees","https://dummyimage.com/200x200","6 job offers"
"Hall Ltd","Armed forces technical officer, Public affairs consultant","Port James, Norway","https://jackson-barnett.com/hall-ltd","5001+ employees","https://picsum.photos/200/200","15 job offers"
"Carlson-Park","Editorial assistant, Water quality scientist, development worker","Millerborough, El Salvador","https://patel.org/carlson-park","1-10 employees","https://picsum.photos/200/200","39 job offers"
"Sanchez-Shannon","Automotive engineer, Higher education careers adviser, gallery exhibitions officer","Nelsonland, Georgia","https://parker-anderson.com/sanchez-shannon","201-500 employees","https://dummyimage.com/200x200","35 job offers"
"Ochoa, Bowman and Hernandez","assessor, Probation officer","South Shelby, Guinea","https://kane.com/ochoa--bowman-and-hernandez","201-500 employees","https://placekitten.com/200/200","10 job offers"
"Clark Group","Video editor, Production assistant, radio, Advertising account planner","Wanghaven, Saint Vincent and the Grenadines","https://stewart.org/clark-group","501-1000 employees","https://picsum.photos/200/200","35 job offers"
"Grant Ltd","Professor Emeritus","New Shellybury, Togo","https://lee.com/grant-ltd","51-200 employees","https://picsum.photos/200/200","1 job offers"
"Coleman-Meyer","Cabin crew","Heiditon, Wallis and Futuna","https://barber.com/coleman-meyer","1001-5000 employees","https://picsum.photos/200/200","4 job offers"
"Hamilton-Jensen","Horticulturist, commercial","New Elizabeth, Dominica","https://page-smith.com/hamilton-jensen","51-200 employees","https://picsum.photos/200/200","18 job offers"
"Garcia-Blair","Production manager, Midwife","Morenostad, Tunisia","https://stevens.info/garcia-blair","201-500 employees","https://placekitten.com/200/200","25 job offers"
"Rojas, Davis and Lowe","Health visitor","West Mary, Equatorial Guinea","https://holloway.info/rojas--davis-and-lowe","5001+ employees","https://dummyimage.com/200x200","25 job offers"
"Burns, Davis and Scott","Lexicographer","West Kellymouth, Tuvalu","https://miller.com/burns--davis-and-scott","51-200 employees","https://placekitten.com/200/200","30 job offers"
"Barnes PLC","Research scientist (maths), Insurance account manager, General practice doctor","Curtistown, Libyan Arab Jamahiriya","https://williams.com/barnes-plc","5001+ employees","https://dummyimage.com/200x200","38 job offers"
"Davis Inc","Operational researcher, Financial manager, Community education officer","South Janiceberg, Guernsey","https://jones.org/davis-inc","1-10 employees","https://dummyimage.com/200x200","14 job offers"
"Scott Ltd","Engineer, civil (contracting), Journalist, broadcasting","Lake Darrylburgh, Sudan","https://wilson.com/scott-ltd","501-1000 employees","https://dummyimage.com/200x200","35 job offers"
"Nelson, Ortiz and Haynes","Fisheries officer, Product manager, Lexicographer","Bryanmouth, Indonesia","https://reynolds-green.com/nelson--ortiz-and-haynes","1-10 employees","https://placekitten.com/200/200","38 job offers"
"Fields-Gonzales","Nature conservation officer","Roachside, France","https://preston-ross.biz/fields-gonzales","11-50 employees","https://dummyimage.com/200x200","36 job offers"
"Freeman-Hall","Chemical engineer, Medical technical officer","Jeffreyton, Paraguay","https://ramirez.com/freeman-hall","51-200 employees","https://picsum.photos/200/200","37 job offers"
"Wallace, Long and Kramer","Insurance underwriter, Communications engineer","Campbellhaven, Bhutan","https://lee-travis.com/wallace--long-and-kramer","5001+ employees","https://dummyimage.com/200x200","17 job offers"
"Mendez PLC","Architectural technologist","Sarahville, El Salvador","https://blankenship-nelson.net/mendez-plc","1001-5000 employees","https://placekitten.com/200/200","13 job offers"
"Phillips-Baker","Teacher, English as a foreign language, Administrator, education","North Catherineview, British Indian Ocean Territory (Chagos Archipelago)","https://nolan-munoz.com/phillips-baker","11-50 employees","https://placekitten.com/200/200","31 job offers"
"Stewart-Smith","Private music teacher, Public affairs consultant","Gregoryburgh, Hong Kong","https://alexander-garcia.com/stewart-smith","51-200 employees","https://picsum.photos/200/200","2 job offers"
"Castro, Lawrence and Molina","Scientist, research (life sciences)","North Carlaland, Botswana","https://rich.com/castro--lawrence-and-molina","5001+ employees","https://picsum.photos/200/200","0 job offers"
"Figueroa, Dominguez and Rivera","Acupuncturist, Research scientist (maths)","North Julieborough, Spain","https://wallace.net/figueroa--dominguez-and-rivera","1001-5000 employees","https://placekitten.com/200/200","23 job offers"
"Curry, Morales and Daniel","Patent attorney, Social worker, Programmer, applications","Shirleyshire, Central African Republic","https://willis-turner.net/curry--morales-and-daniel","11-50 employees","https://placekitten.com/200/200","24 job offers"
"English, George and Lee","Programmer, systems, Engineer, civil (contracting)","Lake Molly, Azerbaijan","https://johnson-gibbs.info/english--george-and-lee","1-10 employees","https://placekitten.com/200/200","30 job offers"
"Smith Ltd","Proofreader","Lake Christinaville, French Southern Territories","https://arnold.biz/smith-ltd","201-500 employees","https://placekitten.com/200/200","22 job offers"
"Farrell-Wright","Tour manager, Marketing executive, Economist","Timothyfort, Malawi","https://ayala-berry.info/farrell-wright","11-50 employees","https://placekitten.com/200/200","27 job offers"
"Butler Ltd","Advertising account planner","East Paulfurt, Czech Republic","https://walker.info/butler-ltd","1-10 employees","https://dummyimage.com/200x200","34 job offers"
"Soto, Ball and Mcconnell","Haematologist","Jessicaport, Vanuatu","https://johnson-sanchez.com/soto--ball-and-mcconnell","51-200 employees","https://picsum.photos/200/200","18 job offers"
"Mcknight-Shannon","Nurse, adult","Port Robert, United Kingdom","https://stewart.com/mcknight-shannon","501-1000 employees","https://placekitten.com/200/200","4 job offers"
"Russell, Wallace and Pearson","Contracting civil engineer, Chief Operating Officer","Danielleport, Greenland","https://clark.biz/russell--wallace-and-pearson","51-200 employees","https://placekitten.com/200/200","23 job offers"
"Cooper, Goodman and Chavez","Loss adjuster, chartered, Doctor, hospital, Public affairs consultant","Richardview, Bangladesh","https://stewart-turner.biz/cooper--goodman-and-chavez","1001-5000 employees","https://placekitten.com/200/200","4 job offers"
"Deleon and Sons","Engineer, civil (contracting), Engineer, electronics, Fast food restaurant manager","West Joshuabury, Bulgaria","https://meyers.net/deleon-and-sons","11-50 employees","https://dummyimage.com/200x200","37 job offers"
"Gonzalez, Archer and Stephens","Multimedia specialist, Fitness centre manager","Terrenceland, Vietnam","https://small-nguyen.info/gonzalez--archer-and-stephens","5001+ employees","https://dummyimage.com/200x200","4 job offers"
"Thompson-Mendez","Structural engineer, Therapist, horticultural, Ceramics designer","New Michaelmouth, Palestinian Territory","https://leonard.com/thompson-mendez","501-1000 employees","https://picsum.photos/200/200","28 job offers"
"Kelly, Hurley and Baker","Designer, textile, education manager","North Nancyfurt, Romania","https://thomas.com/kelly--hurley-and-baker","201-500 employees","https://picsum.photos/200/200","40 job offers"
"Smith, Martinez and Medina","Nurse, mental health, Civil Service administrator","West Zacharyburgh, Mauritius","https://grant.biz/smith--martinez-and-medina","201-500 employees","https://placekitten.com/200/200","4 job offers"
"Owen Group","Energy manager","West Ashleychester, Thailand","https://cooley-king.com/owen-group","201-500 employees","https://dummyimage.com/200x200","24 job offers"
"Garcia Group","Press photographer, Engineer, site, Metallurgist","Jefferychester, Congo","https://mcgrath.com/garcia-group","5001+ employees","https://dummyimage.com/200x200","20 job offers"
"Nichols-Williams","video producer","East Andrewland, Benin","https://jones.com/nichols-williams","1-10 employees","https://dummyimage.com/200x200","1 job offers"
"Burns, Martin and Martin","Brewing technologist, Tour manager, Analytical chemist","New Mariamouth, Paraguay","https://lewis-reed.org/burns--martin-and-martin","51-200 employees","https://picsum.photos/200/200","27 job offers"
"Hawkins, Ball and Olson","gallery","North Tiffany, Maldives","https://cooper.com/hawkins--ball-and-olson","501-1000 employees","https://picsum.photos/200/200","10 job offers"
"Rogers PLC","Food technologist","Mooreland, Iraq","https://fischer.biz/rogers-plc","11-50 employees","https://dummyimage.com/200x200","3 job offers"
"Giles and Sons","Public house manager","Nunezbury, Saint Vincent and the Grenadines","https://zuniga-graham.com/giles-and-sons","501-1000 employees","https://placekitten.com/200/200","33 job offers"
"Thompson Ltd","Armed forces operational officer, Engineer, agricultural, Journalist, broadcasting","New Patricia, Honduras","https://jenkins.com/thompson-ltd","1001-5000 employees","https://dummyimage.com/200x200","5 job offers"
"Padilla-Parsons","Medical physicist, Food technologist","Port Rosemouth, Western Sahara","https://calderon.com/padilla-parsons","201-500 employees","https://placekitten.com/200/200","21 job offers"
"Henson, Lee and Carson","Administrator, sports, Hydrogeologist","Port Shannonshire, Anguilla","https://robbins-neal.info/henson--lee-and-carson","501-1000 employees","https://picsum.photos/200/200","7 job offers"
"Hernandez LLC","Materials engineer, Artist, Social researcher","New Ruthton, Algeria","https://marquez.info/hernandez-llc","1-10 employees","https://placekitten.com/200/200","15 job offers"
"Sparks-Tapia","Clinical embryologist, education manager, Community pharmacist","Gallegostown, Brunei Darussalam","https://rogers-allen.info/sparks-tapia","5001+ employees","https://picsum.photos/200/200","39 job offers"
"Ortega-Henry","Nurse, mental health, Teaching laboratory technician","Lopezchester, Japan","https://martinez.biz/ortega-henry","201-500 employees","https://dummyimage.com/200x200","2 job offers"
